Account ID,Account Name,Account Rating,Account Type,Application,Billing City,Billing Country,Billing State/Province,Create in Zendesk,Created By ID,Created Date,Created Updated Flag,Deleted,Industry,Is Demo Center,Last Activity,Last Modified By ID,Last Modified Date,Lead Type,Life Science KeyAccount,Owner ID,Ownership,Parent Account ID,Record Type ID,Shipping City,Shipping Country,Shipping State/Province,System Modstamp,Zendesk OutofSync,Employees
0015A00002FUOg2QAH,Univeristy of Bern_NON-US_Bern_Germany,Warm,Prospect,Other,Other,GERMANY,Other,FALSE,0055A000008iLoOQAU,12/5/2019,FALSE,FALSE,Life Sciences,FALSE,12/5/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KAu8AAG,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00001xP8FxQAK,Brigham and Women's Hospital_MA_Boston_UNITED STATES,Warm,Prospect,Other,Boston,UNITED STATES,MA,FALSE,00531000007KAu8AAG,10/9/2017,FALSE,FALSE,Life Sciences,FALSE,4/19/2019,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A000008zqzaQAA,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000025dRLwQAM,CSL Behring_IL_Bradley_United States,Warm,Prospect,Biotherapeutics,Bradley,UNITED STATES,IL,FALSE,0055A000008iLoOQAU,10/4/2018,FALSE,FALSE,Life Sciences,FALSE,6/23/2021,0055A00000BclF5QAJ,3/16/2021,Potential Customer,FALSE,0055A000008zqzaQAA,Other,0015A00002LeLFpQAN,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A0000281qjSQAQ,Oregon Health  Science University_OR_Portland_UNITED STATES,Warm,Prospect,Biotherapeutics,Portland,UNITED STATES,OR,FALSE,0055A000008iLoOQAU,12/28/2018,FALSE,FALSE,Life Sciences,FALSE,8/3/2020,0055A00000BclF5QAJ,4/21/2021,Potential Customer,FALSE,0055A00000BNXCfQAP,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
001i000001SqG0oAAF,Boston College_MA_Boston_United States,Warm,Other,Other,Other,UNITED STATES,MA,FALSE,005i0000002Zi8JAAS,6/3/2015,FALSE,FALSE,Life Sciences,FALSE,12/11/2018,0055A000009s6n0QAA,4/9/2020,Potential Customer,FALSE,0055A00000Bb2djQAB,Other,Other,0125A000001NaCOQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002UgtjZQAR,Schertz Fire Department,Other,Other,Other,Other,Other,Other,FALSE,00531000007MUoEAAW,2/18/2021,FALSE,FALSE,Safety and Security,FALSE,6/8/2021,00531000007MUoEAAW,2/18/2021,Other,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002UgtjaQAB,The Hazmat Guys,Other,Other,Other,Other,Other,Other,FALSE,00531000007MUoEAAW,2/18/2021,FALSE,FALSE,Safety and Security,FALSE,4/8/2021,00531000007MUoEAAW,2/18/2021,Other,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002FTDLgQAP,San Diego State University,Other,Other,Other,Other,UNITED STATES,CA,FALSE,0055A000009sa63QAA,11/27/2019,FALSE,FALSE,Safety and Security,FALSE,12/23/2019,0055A000009sa63QAA,11/27/2019,Other,FALSE,0055A000009sa63QAA,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000021OOljQAG,"STRACK, INC.",Other,Other,Drugs,"Yorktown, VA",UNITED STATES,VA,FALSE,00531000007MUoEAAW,5/15/2018,FALSE,FALSE,Safety and Security,FALSE,7/24/2018,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007Es7rAAC,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002JO86YQAT,Qualitech Enviro-Instrument Company,Other,Other,All Hazards,Alexandria,UNITED STATES,VA,FALSE,00531000007MUoEAAW,3/27/2020,FALSE,FALSE,Safety and Security,FALSE,4/16/2020,00531000007MUoEAAW,3/27/2020,Other,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Alexandria,UNITED STATES,VA,6/29/2021,FALSE,0
0015A00002OIh5cQAD,Technical Associates,Other,Other,All Hazards,Other,UNITED STATES,CA,FALSE,00531000007MUoEAAW,8/11/2020,FALSE,FALSE,Safety and Security,FALSE,4/23/2021,00531000007MUoEAAW,8/11/2020,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002FFcWJQA1,Ein Al Iraq,Other,Other,Explosives,Other,IRAQ,Other,FALSE,00531000007MUoEAAW,9/30/2019,FALSE,FALSE,Safety and Security,FALSE,9/30/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A0000282SrWQAU,Precision Explosives,Other,Other,Explosives,Midland,UNITED STATES,VA,FALSE,00531000007MUoEAAW,1/2/2019,FALSE,FALSE,Safety and Security,FALSE,12/21/2018,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
001i000001F6BduAAF,"McCormick & Company, Inc.",Other,Other,CWAs,Other,UNITED STATES,MD,FALSE,005i0000000fpvQAAQ,12/18/2014,FALSE,FALSE,Safety and Security,FALSE,4/9/2021,005i0000000fpvQAAQ,5/4/2018,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002FTt9CQAT,"Low Country Forensics, LLC & Rocky Mountain Forensics, LLC",Other,Other,Drugs,Denver,UNITED STATES,CO,FALSE,0055A000009sa63QAA,12/3/2019,FALSE,FALSE,Safety and Security,FALSE,6/30/2020,0055A000009sa63QAA,12/3/2019,Other,FALSE,0055A000009sa63QAA,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002GnKuwQAF,Alyssa S&S Test,Other,Other,Other,Other,Other,Other,FALSE,005i0000000fpvQAAQ,12/13/2019,FALSE,FALSE,Safety and Security,FALSE,,005i0000000fpvQAAQ,12/13/2019,Other,FALSE,005i0000000fpvQAAQ,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002AolohQAB,NAFECO,Other,Other,All Hazards,Decatur,UNITED STATES,AL,FALSE,00531000007MUoEAAW,3/19/2019,FALSE,FALSE,Safety and Security,FALSE,10/5/2020,00531000007KAsvAAG,5/8/2019,Other,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002XRIGmQAP,DualDraw LLC,Other,Other,Drugs,Denver,UNITED STATES,CO,FALSE,00531000007MUoEAAW,4/13/2021,FALSE,FALSE,Safety and Security,FALSE,4/15/2021,00531000007MUoEAAW,4/13/2021,Other,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002LesYLQAZ,Bendlin Incorporated,Other,Other,All Hazards,Clifton,UNITED STATES,NJ,FALSE,00531000007MUoEAAW,6/12/2020,FALSE,FALSE,Safety and Security,FALSE,,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002Lesg5QAB,G and F Supply,Other,Other,All Hazards,Staten Island,UNITED STATES,NY,FALSE,00531000007MUoEAAW,6/12/2020,FALSE,FALSE,Safety and Security,FALSE,,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000028kK6jQAE,Qinetiq North America,Other,Other,CWAs,Other,UNITED STATES,MA,FALSE,00531000007KgPgAAK,1/16/2019,FALSE,FALSE,Safety and Security,FALSE,,00531000007KgPgAAK,1/16/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002VqqpkQAB,Lucerne for Trading Military & Security Eq.,Other,Other,All Hazards,Other,JORDAN,Amman,FALSE,00531000007MUoEAAW,3/29/2021,FALSE,FALSE,Safety and Security,FALSE,3/29/2021,00531000007MUoEAAW,3/29/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002Uh6t4QAB,NSC Sweden AB,Other,Other,Drugs,Göteborg,SWEDEN,Other,FALSE,00531000007MUoEAAW,2/19/2021,FALSE,FALSE,Safety and Security,FALSE,,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002FZszsQAD,Medicom Scientific Equipment Trading LLC,Other,Other,Drugs,Abu-Dhabi,UNITED ARAB EMIRATES,Other,FALSE,00531000007MUoEAAW,10/11/2019,FALSE,FALSE,Safety and Security,FALSE,10/11/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002EkR6RQAV,Anchortex Corporation,Other,Other,Drugs,West Berlin,UNITED STATES,NJ,FALSE,00531000007MUoEAAW,9/6/2019,FALSE,FALSE,Safety and Security,FALSE,9/9/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002EkPwLQAV,"US21, Inc.",Other,Other,Drugs,Fairfax,UNITED STATES,VA,FALSE,00531000007MUoEAAW,9/6/2019,FALSE,FALSE,Safety and Security,FALSE,8/17/2020,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002Go0hfQAB,SecuTronic,Other,Other,Explosives;Drugs;All Hazards,Jeddha,SAUDI ARABIA,Other,FALSE,00531000007MUoEAAW,12/19/2019,FALSE,FALSE,Safety and Security,FALSE,12/19/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000022R21OQAS,Pioneers,Other,Other,All Hazards,Amman,JORDAN,Other,FALSE,00531000007MUoEAAW,7/5/2018,FALSE,FALSE,Safety and Security,FALSE,4/5/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007MUoEAAW,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0016e00002YfJeJAAV,Avnon Group,Other,Other,All Hazards,Other,ISRAEL,.,FALSE,00531000007MUoEAAW,5/24/2021,FALSE,FALSE,Safety and Security,FALSE,5/24/2021,00531000007MUoEAAW,5/24/2021,Other,FALSE,00531000008F2qlAAC,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000021PQ1eQAG,"Kaoten Scientific Co., Ltd.",Other,Other,All Hazards,Other,TAIWAN,Other,FALSE,00531000007KgPgAAK,6/12/2018,FALSE,FALSE,Safety and Security,FALSE,12/6/2018,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000008F2qlAAC,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002K75M2QAJ,PT. Pacific Aman Garda,Other,Other,Explosives;Drugs;CWAs;All Hazards,Jakarta,Indonesia,Other,FALSE,0055A000009GxI2QAK,4/21/2020,FALSE,FALSE,Safety and Security,FALSE,,0055A000009GxI2QAK,4/21/2020,Other,FALSE,0055A000009GxI2QAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002Qav07QAB,Arrowhead Forensics,Other,Other,Drugs,Other,UNITED STATES,KS,FALSE,0055A000009sa63QAA,10/13/2020,FALSE,FALSE,Safety and Security,FALSE,10/15/2020,0055A000009sa63QAA,10/13/2020,Other,FALSE,0055A000009sa63QAA,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002OKgwfQAD,Thermo Fisher,Other,Other,All Hazards,Pittsburgh,UNITED STATES,PA,FALSE,00531000007MUoEAAW,8/26/2020,FALSE,FALSE,Safety and Security,FALSE,,00531000007MUoEAAW,8/26/2020,Other,FALSE,005i0000000fNkyAAE,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000026ARR0QAO,Vallen Distribution,Other,Other,Other,Midland,UNITED STATES,MI,FALSE,00531000007MUoEAAW,10/19/2018,FALSE,FALSE,Safety and Security,FALSE,6/3/2020,00531000007MUoEAAW,10/19/2018,Other,FALSE,005i0000000fNkyAAE,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002EkII2QAN,Noble,Other,Other,Explosives;Drugs;CWAs;All Hazards,Rockland,UNITED STATES,MA,FALSE,00531000007MUoEAAW,9/5/2019,FALSE,FALSE,Safety and Security,FALSE,4/23/2021,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,005i0000000fNkyAAE,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002TCjKwQAL,Department of Homeland Security - HSI,Other,Other,Drugs,Washington,United States,DC,FALSE,00531000007Es7rAAC,1/14/2021,FALSE,FALSE,Safety and Security,FALSE,1/14/2021,00531000007Es7rAAC,1/14/2021,Other,FALSE,00531000007Es7rAAC,Other,Other,0125A000001NaCTQA0,Washington,United States,DC,6/29/2021,FALSE,0
0015A00002Cw3BhQAJ,SAVIT,Other,Other,All Hazards,Other,UNITED STATES,NJ,FALSE,00531000007MUoEAAW,6/10/2019,FALSE,FALSE,Safety and Security,FALSE,6/11/2019,00531000007MUoEAAW,6/11/2019,Other,FALSE,00531000007Es7rAAC,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002TCHuYQAX,US Department of State,Other,Other,Explosives;Drugs;CWAs,Washington,United States,DC,FALSE,00531000007Es7rAAC,1/11/2021,FALSE,FALSE,Safety and Security,FALSE,,00531000008F2qlAAC,6/7/2021,Other,FALSE,00531000007Es7rAAC,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002DQSRWQA5,"Valiant Integrated Services, Attn: Purchasing Dept",Other,Other,Explosives;Drugs;CWAs;All Hazards,Hopkinsville,UNITED STATES,KY,FALSE,00531000007MUoEAAW,8/26/2019,FALSE,FALSE,Safety and Security,FALSE,10/7/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007Es7rAAC,Other,Other,0125A000001NaCTQA0,Ft Belvoir,UNITED STATES,VA,6/29/2021,FALSE,0
0015A000022SJQ9QAO,Fort Rucker Fire Department,Other,Other,Drugs;All Hazards,Other,UNITED STATES,AL,FALSE,00531000007MUoEAAW,8/14/2018,FALSE,FALSE,Safety and Security,FALSE,4/23/2021,00531000007MUoEAAW,1/9/2019,Other,FALSE,00531000007KAsvAAG,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002UhaGEQAZ,Office of Congressman Clay Higgins,Other,Other,Drugs;All Hazards,Other,UNITED STATES,DC,FALSE,00531000007Es7rAAC,2/24/2021,FALSE,FALSE,Safety and Security,FALSE,3/24/2021,00531000007Es7rAAC,2/24/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000022RrSyQAK,Leidos,Other,Other,All Hazards,Other,UNITED STATES,PA,FALSE,00531000007KgPgAAK,8/1/2018,FALSE,FALSE,Safety and Security,FALSE,6/9/2021,00531000007MUoEAAW,3/5/2021,Other,FALSE,00531000007KgPgAAK,Other,0015A00002DQs4ZQAT,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002FTeBlQAL,Naval District Washington Fire Department,Other,Other,All Hazards,Other,UNITED STATES,DC,FALSE,00531000007MUoEAAW,12/2/2019,FALSE,FALSE,Safety and Security,FALSE,3/24/2021,00531000007MUoEAAW,12/2/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002B7qMlQAJ,US EPA,Other,Other,All Hazards,Other,UNITED STATES,KS,FALSE,00531000007MUoEAAW,4/1/2019,FALSE,FALSE,Safety and Security,FALSE,6/2/2021,00531000007MUoEAAW,8/18/2020,Other,FALSE,00531000007KgPgAAK,Other,0015A00002DQs4ZQAT,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002K69yuQAB,"Vanquish Worldwide, LLC",Other,Other,All Hazards,Knoxville,UNITED STATES,TN,FALSE,00531000007MUoEAAW,4/15/2020,FALSE,FALSE,Safety and Security,FALSE,4/16/2020,00531000007MUoEAAW,4/16/2020,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000021OdydQAC,US EPA (Ecology and Environment Contractors),Other,Other,All Hazards,Seattle,UNITED STATES,WA,FALSE,00531000007MUoEAAW,5/24/2018,FALSE,FALSE,Safety and Security,FALSE,6/8/2021,00531000007MUoEAAW,8/18/2020,Other,FALSE,00531000007KgPgAAK,Other,0015A00002DQs4ZQAT,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002Cw6uZQAR,"Ecology and Environment, Inc.",Other,Other,All Hazards,Seattle,UNITED STATES,WA,FALSE,00531000007MUoEAAW,6/10/2019,FALSE,FALSE,Safety and Security,FALSE,,00531000007MUoEAAW,6/10/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002FrGBhQAN,Lawrence Livermore National Labaratory,Other,Other,CWAs,Livermore,UNITED STATES,CA,FALSE,00531000007MUoEAAW,10/21/2019,FALSE,FALSE,Safety and Security,FALSE,4/23/2021,00531000007MUoEAAW,10/21/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002JNuoXQAT,"Weston Solutions, Inc.Superfund Technical Assessment and Response",Other,Other,CWAs;All Hazards,Other,Other,Other,FALSE,00531000007MUoEAAW,3/25/2020,FALSE,FALSE,Safety and Security,FALSE,7/24/2018,00531000007MUoEAAW,8/18/2020,Other,FALSE,00531000007KgPgAAK,Other,0015A00002DQs4ZQAT,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002TCKy4QAH,United States Secret Service H.A.M.M.E.R.,Other,Other,CWAs;All Hazards,Washington,UNITED STATES,DC,FALSE,00531000007MUoEAAW,1/11/2021,FALSE,FALSE,Safety and Security,FALSE,1/12/2021,00531000007MUoEAAW,1/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Washington,UNITED STATES,DC,6/29/2021,FALSE,0
0015A00002TCL4DQAX,United States Secret Service,Other,Other,CWAs;All Hazards,Washington,UNITED STATES,DC,FALSE,00531000007MUoEAAW,1/11/2021,FALSE,FALSE,Safety and Security,FALSE,,00531000007MUoEAAW,1/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Washington,UNITED STATES,DC,6/29/2021,FALSE,0
0015A00002B88gIQAR,Drug Enforcement Administration (San Diego),Other,Other,Drugs,Other,UNITED STATES,CA,FALSE,00531000007MUoEAAW,4/3/2019,FALSE,FALSE,Safety and Security,FALSE,4/3/2019,00531000007MUoEAAW,4/3/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002DS54sQAD,Obera LLC,Other,Other,Drugs,Other,UNITED STATES,PA,FALSE,00531000007MUoEAAW,9/3/2019,FALSE,FALSE,Safety and Security,FALSE,10/3/2019,00531000007MUoEAAW,9/3/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002DOlwxQAD,GDIT,Other,Other,Drugs,Other,UNITED STATES,VA,FALSE,00531000007MUoEAAW,8/19/2019,FALSE,FALSE,Safety and Security,FALSE,2/10/2021,00531000007MUoEAAW,8/19/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002FH6SXQA1,"Potomac River Group, LLC",Other,Other,Drugs,Ashburn,UNITED STATES,VA,FALSE,00531000007MUoEAAW,10/10/2019,FALSE,FALSE,Safety and Security,FALSE,10/10/2019,00531000007MUoEAAW,10/10/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002FspadQAB,United States Postal Service Office of Inspector General,Other,Other,Drugs,Other,UNITED STATES,VA,FALSE,00531000007MUoEAAW,10/25/2019,FALSE,FALSE,Safety and Security,FALSE,4/23/2021,00531000007MUoEAAW,10/25/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002JPEWVQA5,Culmen International,Other,Other,Drugs,Alexandria,UNITED STATES,VA,FALSE,00531000007MUoEAAW,4/7/2020,FALSE,FALSE,Safety and Security,FALSE,5/27/2021,00531000007MUoEAAW,4/7/2020,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Alexandria,UNITED STATES,VA,6/29/2021,FALSE,0
0016e00002ZxL3qAAF,Qatar Minister of Interior,Other,Other,Explosives;Drugs;CWAs,Other,QATAR,Doha,FALSE,00531000007MUoEAAW,6/28/2021,FALSE,FALSE,Safety and Security,FALSE,6/28/2021,00531000007MUoEAAW,6/28/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002GoAqKQAV,United States Coast Guard - D11 Enforcement,Other,Other,Explosives;Drugs;CWAs;All Hazards,Other,UNITED STATES,CA,FALSE,00531000007MUoEAAW,12/20/2019,FALSE,FALSE,Safety and Security,FALSE,12/23/2019,00531000007MUoEAAW,12/20/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002El8MfQAJ,"NASA Jet Propulsion Lab, Caltech",Other,Other,Other,Other,UNITED STATES,CA,FALSE,00531000007MUoEAAW,9/11/2019,FALSE,FALSE,Safety and Security,FALSE,4/23/2021,00531000007MUoEAAW,9/11/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002CvOK5QAN,Los Alamos National Lab Carlsbad Operations,Other,Other,Other,Other,United States,NM,FALSE,00531000007MUoEAAW,6/4/2019,FALSE,FALSE,Safety and Security,FALSE,4/23/2021,00531000007MUoEAAW,6/4/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
001i000000XqOfNAAV,Kevin OB,Other,Other,CWAs,Other,UNITED STATES,MA,FALSE,005i0000000fNkyAAE,1/13/2014,FALSE,FALSE,Safety and Security,FALSE,,00531000007MUoEAAW,1/9/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
001i000000K4QD1AAN,U.S. Department of Homeland Security,Other,Other,Explosives;Drugs;CWAs,Atlantic City International Airport,UNITED STATES,NJ,FALSE,005i0000000fNkyAAE,7/26/2013,FALSE,FALSE,Safety and Security,FALSE,5/27/2021,00531000007MUoEAAW,1/9/2019,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
001i000001MZMFTAA5,Leidos,Other,Other,Explosives;Drugs;CWAs,Other,UNITED STATES,Other,FALSE,005i0000002Zi8JAAS,3/20/2015,FALSE,FALSE,Safety and Security,FALSE,6/8/2021,00531000007MUoEAAW,5/13/2020,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002EngPhQAJ,DEA Oakland Field Division,Other,Other,Other,Oakland,UNITED STATES,CA,FALSE,00531000007MUoEAAW,9/17/2019,FALSE,FALSE,Safety and Security,FALSE,,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002DQs4ZQAT,U.S. Environmental Protection Agency,Other,Other,All Hazards,Washington,UNITED STATES,DC,FALSE,00531000007MUoEAAW,8/28/2019,FALSE,FALSE,Safety and Security,FALSE,3/24/2021,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002OImqSQAT,US Department of Transportation,Other,Other,All Hazards,Houston,UNITED STATES,TX,FALSE,00531000007MUoEAAW,8/11/2020,FALSE,FALSE,Safety and Security,FALSE,8/11/2020,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002B6LnSQAV,First Choice (Group) America LLC,Other,Other,Drugs,Lewes,UNITED STATES,DE,FALSE,00531000007MUoEAAW,3/25/2019,FALSE,FALSE,Safety and Security,FALSE,3/25/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002B6SC0QAN,Royal Imaging Solutions,Other,Other,Drugs,Windsor Mill,UNITED STATES,MD,FALSE,00531000007MUoEAAW,3/25/2019,FALSE,FALSE,Safety and Security,FALSE,3/26/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002Ir5CyQAJ,DEA Albuquerque,Other,Other,Drugs,Albuquerque,UNITED STATES,NM,FALSE,00531000007MUoEAAW,2/28/2020,FALSE,FALSE,Safety and Security,FALSE,6/27/2021,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A00002B6OAWQA3,3T Federal Solutions LLC,Other,Other,Drugs,Austin,UNITED STATES,TX,FALSE,00531000007MUoEAAW,3/25/2019,FALSE,FALSE,Safety and Security,FALSE,3/26/2019,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
0015A000027zS6xQAE,DEA Office of Training - International Training Team D,Other,Other,Drugs,Quantica,UNITED STATES,VA,FALSE,00531000007MUoEAAW,12/20/2018,FALSE,FALSE,Safety and Security,FALSE,12/21/2018,0055A00000BclF5QAJ,4/11/2021,Other,FALSE,00531000007KgPgAAK,Other,Other,0125A000001NaCTQA0,Other,Other,Other,6/29/2021,FALSE,0
